,RevolvingUtilizationOfUnsecuredLines,age,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfDependents
24,-1.1872817938025866,-0.4531781107977034,-0.32771553224274563,0.4670090429622326,-0.24364903233164414,,,-0.17165784680474644,
25,-0.47420867378156056,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.46251559469097947,0.04984336383122043
26,-1.1872817938025866,-0.4531781107977034,-0.12011172997450681,-0.21587722303940488,-0.14733384026661753,,,-0.17165784680474644,
27,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,0.4670090429622326,-0.14733384026661753,,,,0.04984336383122043
28,-0.47420867378156056,0.5893845885869681,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
29,-0.47420867378156056,-0.4531781107977034,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,0.34506331734778345,,-0.17165784680474644,
30,0.2628662976317028,0.5893845885869681,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,-0.36495646519408864,,,
31,1.127486969907237,0.5893845885869681,0.3617588340462171,0.4670090429622326,0.47604037671595434,,,,
32,-1.1872817938025866,-0.4531781107977034,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,-0.17165784680474644,
33,-1.1872817938025866,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.24364903233164414,,,0.09427898769820224,
34,0.2628662976317028,0.29052527723450966,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,0.34506331734778345,,,
35,-0.7057030043131901,-0.4531781107977034,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,,,-0.17165784680474644,
36,1.127486969907237,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.24364903233164414,0.9119438050900276,,-0.17165784680474644,0.04984336383122043
37,1.127486969907237,-1.1146271265931456,-0.12011172997450681,0.4670090429622326,0.47604037671595434,-0.36495646519408864,,-0.17165784680474644,0.04984336383122043
38,-0.47420867378156056,0.5893845885869681,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
39,-0.47420867378156056,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.018236662884909594,,,0.09427898769820224,
40,1.127486969907237,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,-0.36495646519408864,,-0.17165784680474644,
41,-1.1872817938025866,-1.1146271265931456,-0.0035171769819213826,0.4670090429622326,-0.06491208270048762,,,,
42,0.2628662976317028,0.5893845885869681,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,0.04984336383122043
43,1.127486969907237,0.5893845885869681,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,0.04984336383122043
44,-0.47420867378156056,-1.1146271265931456,-0.0035171769819213826,-1.34810384668803,-0.14733384026661753,,,-0.17165784680474644,
45,-0.7057030043131901,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.14733384026661753,,,-0.17165784680474644,0.05040463775667624
46,-1.1872817938025866,-0.4531781107977034,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
47,-1.1872817938025866,0.5893845885869681,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,0.09427898769820224,
48,1.127486969907237,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,0.05040463775667624
49,-0.7057030043131901,-1.1146271265931456,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,-0.21717989624555153,-0.17165784680474644,
50,1.127486969907237,-1.1146271265931456,-0.0035171769819213826,-1.34810384668803,-0.24364903233164414,,,-0.17165784680474644,
51,1.127486969907237,0.5893845885869681,0.3617588340462171,0.4670090429622326,-0.018236662884909594,,,0.09427898769820224,0.04984336383122043
52,1.127486969907237,-0.4531781107977034,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
53,-1.1872817938025866,0.0873908677042179,-0.32771553224274563,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
54,1.127486969907237,0.5893845885869681,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
55,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
56,-0.47420867378156056,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.018236662884909594,-0.36495646519408864,,,0.04984336383122043
57,-0.47420867378156056,-0.4531781107977034,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,
58,0.2628662976317028,0.29052527723450966,-0.0035171769819213826,-1.34810384668803,0.47604037671595434,,,-0.17165784680474644,0.05040463775667624
59,0.2628662976317028,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.018236662884909594,,,,0.05040463775667624
60,0.2628662976317028,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.018236662884909594,,,-0.17165784680474644,
61,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,0.47604037671595434,,,,
62,-1.1872817938025866,-1.1146271265931456,-0.0035171769819213826,0.4670090429622326,-0.14733384026661753,,,0.09427898769820224,
63,-1.1872817938025866,0.29052527723450966,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,0.09427898769820224,0.05040463775667624
64,-0.47420867378156056,-0.4531781107977034,0.3617588340462171,-0.21587722303940488,-0.018236662884909594,,,0.09427898769820224,
65,-0.7057030043131901,-1.1146271265931456,0.3617588340462171,0.4670090429622326,0.47604037671595434,,,-0.17165784680474644,
66,1.127486969907237,0.0873908677042179,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,0.34506331734778345,,-0.17165784680474644,0.04984336383122043
67,-1.1872817938025866,0.5893845885869681,0.3617588340462171,0.4670090429622326,0.47604037671595434,-0.36495646519408864,,,
68,-1.1872817938025866,0.5893845885869681,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,-0.21717989624555153,,0.05040463775667624
69,-1.1872817938025866,-0.4531781107977034,-0.12011172997450681,-0.21587722303940488,-0.14733384026661753,,,-0.17165784680474644,-0.3173323658879145
70,-1.1872817938025866,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.06491208270048762,,,0.09427898769820224,0.04984336383122043
71,-1.1872817938025866,-1.1146271265931456,-0.0035171769819213826,0.4670090429622326,-0.06491208270048762,,,0.09427898769820224,
72,1.127486969907237,0.0873908677042179,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,-0.21717989624555153,-0.17165784680474644,
73,-1.1872817938025866,0.5893845885869681,-0.0035171769819213826,-1.34810384668803,-0.018236662884909594,,,0.09427898769820224,0.04984336383122043
74,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,-0.36495646519408864,,0.09427898769820224,-0.3173323658879145
75,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.14733384026661753,,,,-0.3173323658879145
76,-1.1872817938025866,0.5893845885869681,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
77,0.2628662976317028,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,
78,-0.47420867378156056,-1.1146271265931456,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,0.04984336383122043
79,-1.1872817938025866,0.29052527723450966,0.3617588340462171,0.4670090429622326,-0.018236662884909594,,,0.09427898769820224,0.05040463775667624
80,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,0.04984336383122043
81,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,0.47604037671595434,,,-0.17165784680474644,
82,-1.1872817938025866,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,-0.17165784680474644,0.05040463775667624
83,-1.1872817938025866,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,
84,-1.1872817938025866,0.5893845885869681,-0.32771553224274563,0.4670090429622326,-0.018236662884909594,,,-0.17165784680474644,
85,-0.7057030043131901,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.24364903233164414,,,-0.17165784680474644,0.04984336383122043
86,-0.47420867378156056,-0.4531781107977034,-0.0035171769819213826,-1.34810384668803,-0.24364903233164414,-0.36495646519408864,,0.09427898769820224,
87,-1.1872817938025866,-0.4531781107977034,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,
88,1.127486969907237,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,0.05040463775667624
89,-1.1872817938025866,-0.4531781107977034,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,
90,-1.1872817938025866,0.0873908677042179,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,,
91,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.14733384026661753,,,,
92,1.127486969907237,0.0873908677042179,-0.0035171769819213826,-1.34810384668803,-0.018236662884909594,,,0.09427898769820224,
93,1.127486969907237,0.29052527723450966,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,,,,0.04984336383122043
94,1.127486969907237,0.29052527723450966,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,
95,-1.1872817938025866,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.018236662884909594,,-0.21717989624555153,-0.17165784680474644,
96,0.2628662976317028,0.29052527723450966,-0.0035171769819213826,0.4670090429622326,0.47604037671595434,0.34506331734778345,,,0.04984336383122043
97,-1.1872817938025866,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
98,-0.47420867378156056,0.5893845885869681,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,
99,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,
100,-1.1872817938025866,-0.4531781107977034,-0.0035171769819213826,0.4670090429622326,-0.06491208270048762,,,,
101,-1.1872817938025866,0.29052527723450966,-0.32771553224274563,0.4670090429622326,-0.24364903233164414,,,-0.17165784680474644,
102,0.2628662976317028,0.0873908677042179,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
103,1.127486969907237,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.24364903233164414,,,,0.04984336383122043
104,-0.7057030043131901,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
105,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,-0.3173323658879145
106,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,
107,0.2628662976317028,0.5893845885869681,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,0.04984336383122043
108,1.127486969907237,-0.4531781107977034,0.3617588340462171,-0.21587722303940488,-0.24364903233164414,,,0.46251559469097947,
109,-1.1872817938025866,-0.4531781107977034,-0.0035171769819213826,0.4670090429622326,-0.018236662884909594,,,0.46251559469097947,
110,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,0.47604037671595434,,,,0.05040463775667624
111,-0.47420867378156056,-0.4531781107977034,0.3617588340462171,0.4670090429622326,-0.14733384026661753,,,0.46251559469097947,
112,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,
113,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.018236662884909594,,,0.09427898769820224,0.04984336383122043
114,-1.1872817938025866,0.29052527723450966,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,-0.36495646519408864,,-0.17165784680474644,-0.3173323658879145
115,-1.1872817938025866,-1.1146271265931456,-0.0035171769819213826,0.4670090429622326,-0.06491208270048762,,,,
116,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,0.09427898769820224,
117,-1.1872817938025866,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,,,0.09427898769820224,0.04984336383122043
118,-1.1872817938025866,-1.1146271265931456,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,,
119,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,
120,0.2628662976317028,0.5893845885869681,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
121,-0.47420867378156056,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.018236662884909594,,,0.09427898769820224,
122,-0.47420867378156056,-1.1146271265931456,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,,
123,-0.47420867378156056,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.24364903233164414,,,0.09427898769820224,
124,-1.1872817938025866,0.29052527723450966,-0.0035171769819213826,-1.34810384668803,-0.24364903233164414,,,0.09427898769820224,
125,-1.1872817938025866,-0.4531781107977034,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,
126,-0.7057030043131901,-0.4531781107977034,-0.32771553224274563,0.4670090429622326,-0.14733384026661753,,,-0.17165784680474644,
127,-0.7057030043131901,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,
128,-1.1872817938025866,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,
129,-0.7057030043131901,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,-0.17165784680474644,
130,-1.1872817938025866,0.29052527723450966,-0.0035171769819213826,0.4670090429622326,-0.06491208270048762,-0.36495646519408864,,-0.17165784680474644,
131,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
132,-0.7057030043131901,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,,,0.09427898769820224,
133,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,0.04984336383122043
134,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,
135,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,,,-0.17165784680474644,
136,-1.1872817938025866,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.018236662884909594,,,-0.17165784680474644,0.05040463775667624
137,1.127486969907237,-0.4531781107977034,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,-0.17165784680474644,0.04984336383122043
138,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,0.09427898769820224,
139,-1.1872817938025866,0.0873908677042179,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,0.04984336383122043
140,-1.1872817938025866,0.0873908677042179,-0.32771553224274563,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
141,0.2628662976317028,-1.1146271265931456,-0.0035171769819213826,-1.34810384668803,-0.018236662884909594,,,-0.17165784680474644,
142,-1.1872817938025866,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,-0.3173323658879145
143,-0.47420867378156056,0.5893845885869681,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,,
144,-1.1872817938025866,0.5893845885869681,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,
145,1.127486969907237,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
146,0.2628662976317028,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.018236662884909594,,,0.09427898769820224,0.05040463775667624
147,-1.1872817938025866,0.29052527723450966,0.3617588340462171,0.4670090429622326,-0.14733384026661753,-0.36495646519408864,,-0.17165784680474644,
148,0.2628662976317028,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.24364903233164414,,,0.09427898769820224,-0.3173323658879145
149,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
150,-0.7057030043131901,0.29052527723450966,-0.32771553224274563,0.4670090429622326,-0.14733384026661753,0.34506331734778345,,-0.17165784680474644,
151,-1.1872817938025866,-0.4531781107977034,0.3617588340462171,0.4670090429622326,-0.24364903233164414,-0.36495646519408864,,-0.17165784680474644,0.04984336383122043
152,-1.1872817938025866,0.5893845885869681,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,0.04984336383122043
153,-0.7057030043131901,0.5893845885869681,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,
154,-1.1872817938025866,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.018236662884909594,,,0.09427898769820224,0.04984336383122043
155,-1.1872817938025866,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,
156,-1.1872817938025866,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,
157,-1.1872817938025866,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.018236662884909594,,,-0.17165784680474644,
158,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,-0.3173323658879145
159,-0.7057030043131901,-0.4531781107977034,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,,
160,-0.7057030043131901,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.06491208270048762,-0.36495646519408864,,-0.17165784680474644,0.04984336383122043
161,-1.1872817938025866,0.29052527723450966,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,-0.17165784680474644,
162,2.0942846921147056,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,-0.36495646519408864,,0.09427898769820224,0.04984336383122043
163,-0.47420867378156056,-0.4531781107977034,0.3617588340462171,-0.21587722303940488,-0.24364903233164414,,,0.09427898769820224,0.05040463775667624
164,-0.47420867378156056,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,,,0.46251559469097947,
165,0.2628662976317028,0.0873908677042179,-0.0035171769819213826,0.4670090429622326,-0.24364903233164414,0.34506331734778345,,0.09427898769820224,
166,-1.1872817938025866,-0.4531781107977034,-0.0035171769819213826,-1.34810384668803,-0.24364903233164414,,,-0.17165784680474644,
167,-1.1872817938025866,0.5893845885869681,-0.0035171769819213826,-1.34810384668803,0.47604037671595434,,,-0.17165784680474644,0.05040463775667624
168,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,,,,
169,1.127486969907237,0.5893845885869681,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,,,0.46251559469097947,
170,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,
171,1.127486969907237,0.5893845885869681,-0.0035171769819213826,-1.34810384668803,0.47604037671595434,,,,
172,-1.1872817938025866,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.018236662884909594,,,0.46251559469097947,-0.3173323658879145
173,-1.1872817938025866,-1.1146271265931456,-0.32771553224274563,-0.21587722303940488,-0.24364903233164414,,,-0.17165784680474644,
174,-1.1872817938025866,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.018236662884909594,,,0.09427898769820224,0.05040463775667624
175,-1.1872817938025866,-1.1146271265931456,-0.32771553224274563,-0.21587722303940488,-0.018236662884909594,,,-0.17165784680474644,0.04984336383122043
176,1.127486969907237,-1.1146271265931456,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,-0.21717989624555153,,-0.3173323658879145
177,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,,,,
178,-0.7057030043131901,0.29052527723450966,0.3617588340462171,0.4670090429622326,-0.06491208270048762,,,-0.17165784680474644,
179,1.127486969907237,0.29052527723450966,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,-0.17165784680474644,0.04984336383122043
180,-0.47420867378156056,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,0.04984336383122043
181,-1.1872817938025866,-0.4531781107977034,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,-0.17165784680474644,0.04984336383122043
182,0.2628662976317028,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.018236662884909594,,-0.21717989624555153,-0.17165784680474644,
183,-1.1872817938025866,0.0873908677042179,-0.0035171769819213826,0.4670090429622326,-0.018236662884909594,0.9119438050900276,,-0.17165784680474644,
184,-1.1872817938025866,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.018236662884909594,,,-0.17165784680474644,
185,-0.7057030043131901,0.5893845885869681,-0.12011172997450681,0.4670090429622326,0.47604037671595434,,,,
186,1.127486969907237,0.29052527723450966,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,,0.20067761183285485,,0.04984336383122043
187,-1.1872817938025866,-1.1146271265931456,-0.0035171769819213826,0.4670090429622326,0.47604037671595434,,,,
188,-1.1872817938025866,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.06491208270048762,,,0.09427898769820224,
189,1.127486969907237,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,-0.3173323658879145
190,-1.1872817938025866,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,
191,2.0942846921147056,0.0873908677042179,0.3617588340462171,0.4670090429622326,-0.06491208270048762,0.9119438050900276,-0.21717989624555153,-0.17165784680474644,
192,-0.7057030043131901,0.0873908677042179,-0.0035171769819213826,-1.34810384668803,-0.018236662884909594,,,-0.17165784680474644,
193,1.127486969907237,0.0873908677042179,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,
194,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,-0.36495646519408864,,,
195,-1.1872817938025866,0.29052527723450966,-0.0035171769819213826,-1.34810384668803,-0.14733384026661753,,,,0.05040463775667624
196,1.127486969907237,0.29052527723450966,-0.32771553224274563,-0.21587722303940488,-0.06491208270048762,0.9119438050900276,,-0.17165784680474644,-0.3173323658879145
197,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,0.4670090429622326,-0.06491208270048762,,,,
198,-1.1872817938025866,0.29052527723450966,-0.0035171769819213826,-1.34810384668803,-0.06491208270048762,,,,
199,-1.1872817938025866,-1.1146271265931456,-0.32771553224274563,0.4670090429622326,-0.24364903233164414,,,-0.17165784680474644,
200,-1.1872817938025866,-0.4531781107977034,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
201,-0.47420867378156056,-0.4531781107977034,-0.32771553224274563,-0.21587722303940488,-0.14733384026661753,,,0.09427898769820224,0.05040463775667624
202,-1.1872817938025866,0.29052527723450966,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,-0.17165784680474644,
203,-1.1872817938025866,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.018236662884909594,,,0.09427898769820224,
204,-1.1872817938025866,-0.4531781107977034,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,,,-0.17165784680474644,
205,-1.1872817938025866,0.29052527723450966,0.3617588340462171,-0.21587722303940488,-0.14733384026661753,,,0.46251559469097947,0.05040463775667624
206,-0.47420867378156056,0.5893845885869681,-0.12011172997450681,-0.21587722303940488,-0.06491208270048762,,,,
207,-1.1872817938025866,-0.4531781107977034,-0.0035171769819213826,-1.34810384668803,-0.24364903233164414,,,-0.17165784680474644,0.04984336383122043
208,-1.1872817938025866,-1.1146271265931456,-0.12011172997450681,0.4670090429622326,-0.14733384026661753,-0.36495646519408864,,,
209,-0.47420867378156056,0.0873908677042179,0.3617588340462171,-0.21587722303940488,-0.24364903233164414,,,0.09427898769820224,
210,-1.1872817938025866,-0.4531781107977034,-0.0035171769819213826,-1.34810384668803,-0.14733384026661753,,,0.09427898769820224,
211,1.127486969907237,-1.1146271265931456,-0.32771553224274563,0.4670090429622326,-0.06491208270048762,-0.36495646519408864,-0.21717989624555153,,
212,-1.1872817938025866,0.0873908677042179,-0.12011172997450681,-0.21587722303940488,-0.24364903233164414,,,-0.17165784680474644,0.05040463775667624
213,1.127486969907237,-0.4531781107977034,-0.12011172997450681,-0.21587722303940488,0.47604037671595434,,,,
