id,num_sold
137113,243.19682
137114,200.21176
137115,220.6559
137116,222.26678
137117,53.038364
137118,223.88
137119,183.64453
137120,338.06747
137121,337.3664
137122,82.85963
137123,293.73093
137124,252.35739
137125,1315.5385
137126,1258.7397
137127,237.9504
137128,1136.1198
137129,958.1176
137130,148.15134
137131,150.95708
137132,30.743322
137133,119.7216
137134,101.84128
137135,206.09921
137136,206.59296
137137,60.47246
137138,174.32784
137139,152.72064
137140,683.83435
137141,659.8729
137142,173.89601
137143,699.5644
137144,558.33057
137145,114.46386
137146,116.67212
137147,-2.0718982
137148,112.866745
137149,84.27463
137150,174.50523
137151,174.94977
137152,10.491272
137153,165.51646
137154,130.23145
137155,691.6484
137156,662.39856
137157,82.92924
137158,640.05194
137159,501.15814
137160,125.83401
137161,130.9228
137162,25.45915
137163,113.60771
137164,95.99997
137165,182.86705
137166,185.64386
137167,46.104813
137168,172.13826
137169,145.7927
137170,690.58954
137171,668.91113
137172,155.71202
137173,644.1529
137174,529.3971
137175,45.40885
137176,50.41122
137177,6.871476
137178,46.361713
137179,39.923256
137180,66.78304
137181,69.473434
137182,18.603218
137183,71.80303
137184,59.714275
137185,283.40692
137186,279.15833
137187,62.24096
137188,243.19682
137189,200.21176
137190,220.6559
137191,222.26678
137192,53.038364
137193,223.88
137194,183.64453
137195,338.06747
137196,337.3664
137197,82.85963
137198,293.73093
137199,252.35739
137200,1315.5385
137201,1258.7397
137202,237.9504
137203,1136.1198
137204,958.1176
137205,148.15134
137206,150.95708
137207,30.743322
137208,119.7216
137209,101.84128
137210,206.09921
137211,206.59296
137212,60.47246
137213,174.32784
137214,152.72064
137215,683.83435
137216,659.8729
137217,173.89601
137218,699.5644
137219,558.33057
137220,114.46386
137221,116.67212
137222,-2.0718982
137223,112.866745
137224,84.27463
137225,174.50523
137226,174.94977
137227,10.491272
137228,165.51646
137229,130.23145
137230,691.6484
137231,662.39856
137232,82.92924
137233,640.05194
137234,501.15814
137235,125.83401
137236,130.9228
137237,25.45915
137238,113.60771
137239,95.99997
137240,182.86705
137241,185.64386
137242,46.104813
137243,172.13826
137244,145.7927
137245,690.58954
137246,668.91113
137247,155.71202
137248,644.1529
137249,529.3971
137250,45.40885
137251,50.41122
137252,6.871476
137253,46.361713
137254,39.923256
137255,66.78304
137256,69.473434
137257,18.603218
137258,71.80303
137259,59.714275
137260,283.40692
137261,279.15833
137262,62.24096
137263,243.19682
137264,200.21176
137265,220.6559
137266,222.26678
137267,53.038364
137268,223.88
137269,183.64453
137270,338.06747
137271,337.3664
137272,82.85963
137273,293.73093
137274,252.35739
137275,1315.5385
137276,1258.7397
137277,237.9504
137278,1136.1198
137279,958.1176
137280,148.15134
137281,150.95708
137282,30.743322
137283,119.7216
137284,101.84128
137285,206.09921
137286,206.59296
137287,60.47246
137288,174.32784
137289,152.72064
137290,683.83435
137291,659.8729
137292,173.89601
137293,699.5644
137294,558.33057
137295,114.46386
137296,116.67212
137297,-2.0718982
137298,112.866745
137299,84.27463
137300,174.50523
137301,174.94977
137302,10.491272
137303,165.51646
137304,130.23145
137305,691.6484
137306,662.39856
137307,82.92924
137308,640.05194
137309,501.15814
137310,125.83401
137311,130.9228
137312,25.45915
137313,113.60771
137314,95.99997
137315,182.86705
137316,185.64386
137317,46.104813
137318,172.13826
137319,145.7927
137320,690.58954
137321,668.91113
137322,155.71202
137323,644.1529
137324,529.3971
137325,45.40885
137326,50.41122
137327,6.871476
137328,46.361713
137329,39.923256
137330,66.78304
137331,69.473434
137332,18.603218
137333,71.80303
137334,59.714275
137335,283.40692
137336,279.15833
137337,62.24096
137338,243.19682
137339,200.21176
137340,220.6559
137341,222.26678
137342,53.038364
137343,223.88
137344,183.64453
137345,338.06747
137346,337.3664
137347,82.85963
137348,293.73093
137349,252.35739
137350,1315.5385
137351,1258.7397
137352,237.9504
137353,1136.1198
137354,958.1176
137355,148.15134
137356,150.95708
137357,30.743322
137358,119.7216
137359,101.84128
137360,206.09921
137361,206.59296
137362,60.47246
137363,174.32784
137364,152.72064
137365,683.83435
137366,659.8729
137367,173.89601
137368,699.5644
137369,558.33057
137370,114.46386
137371,116.67212
137372,-2.0718982
137373,112.866745
137374,84.27463
137375,174.50523
137376,174.94977
137377,10.491272
137378,165.51646
137379,130.23145
137380,691.6484
137381,662.39856
137382,82.92924
137383,640.05194
137384,501.15814
137385,125.83401
137386,130.9228
137387,25.45915
137388,113.60771
137389,95.99997
137390,182.86705
137391,185.64386
137392,46.104813
137393,172.13826
137394,145.7927
137395,690.58954
137396,668.91113
137397,155.71202
137398,644.1529
137399,529.3971
137400,45.40885
137401,50.41122
137402,6.871476
137403,46.361713
137404,39.923256
137405,66.78304
137406,69.473434
137407,18.603218
137408,71.80303
137409,59.714275
137410,283.40692
137411,279.15833
137412,62.24096
137413,243.19682
137414,200.21176
137415,220.6559
137416,222.26678
137417,53.038364
137418,223.88
137419,183.64453
137420,338.06747
137421,337.3664
137422,82.85963
137423,293.73093
137424,252.35739
137425,1315.5385
137426,1258.7397
137427,237.9504
137428,1136.1198
137429,958.1176
137430,148.15134
137431,150.95708
137432,30.743322
137433,119.7216
137434,101.84128
137435,206.09921
137436,206.59296
137437,60.47246
137438,174.32784
137439,152.72064
137440,683.83435
137441,659.8729
137442,173.89601
137443,699.5644
137444,558.33057
137445,114.46386
137446,116.67212
137447,-2.0718982
137448,112.866745
137449,84.27463
137450,174.50523
137451,174.94977
137452,10.491272
137453,165.51646
137454,130.23145
137455,691.6484
137456,662.39856
137457,82.92924
137458,640.05194
137459,501.15814
137460,125.83401
137461,130.9228
137462,25.45915
137463,113.60771
137464,95.99997
137465,182.86705
137466,185.64386
137467,46.104813
137468,172.13826
137469,145.7927
137470,690.58954
137471,668.91113
137472,155.71202
137473,644.1529
137474,529.3971
137475,45.40885
137476,50.41122
137477,6.871476
137478,46.361713
137479,39.923256
137480,66.78304
137481,69.473434
137482,18.603218
137483,71.80303
137484,59.714275
137485,283.40692
137486,279.15833
137487,62.24096
137488,243.19682
137489,200.21176
137490,220.6559
137491,222.26678
137492,53.038364
137493,223.88
137494,183.64453
137495,338.06747
137496,337.3664
137497,82.85963
137498,293.73093
137499,252.35739
137500,1315.5385
137501,1258.7397
137502,237.9504
137503,1136.1198
137504,958.1176
137505,148.15134
137506,150.95708
137507,30.743322
137508,119.7216
137509,101.84128
137510,206.09921
137511,206.59296
137512,60.47246
137513,174.32784
137514,152.72064
137515,683.83435
137516,659.8729
137517,173.89601
137518,699.5644
137519,558.33057
137520,114.46386
137521,116.67212
137522,-2.0718982
137523,112.866745
137524,84.27463
137525,174.50523
137526,174.94977
137527,10.491272
137528,165.51646
137529,130.23145
137530,691.6484
137531,662.39856
137532,82.92924
137533,640.05194
137534,501.15814
137535,125.83401
137536,130.9228
137537,25.45915
137538,113.60771
137539,95.99997
137540,182.86705
137541,185.64386
137542,46.104813
137543,172.13826
137544,145.7927
137545,690.58954
137546,668.91113
137547,155.71202
137548,644.1529
137549,529.3971
137550,45.40885
137551,50.41122
137552,6.871476
137553,46.361713
137554,39.923256
137555,66.78304
137556,69.473434
137557,18.603218
137558,71.80303
137559,59.714275
137560,283.40692
137561,279.15833
137562,62.24096
137563,243.19682
137564,200.21176
137565,220.6559
137566,222.26678
137567,53.038364
137568,223.88
137569,183.64453
137570,338.06747
137571,337.3664
137572,82.85963
137573,293.73093
137574,252.35739
137575,1315.5385
137576,1258.7397
137577,237.9504
137578,1136.1198
137579,958.1176
137580,148.15134
137581,150.95708
137582,30.743322
137583,119.7216
137584,101.84128
137585,206.09921
137586,206.59296
137587,60.47246
137588,174.32784
137589,152.72064
137590,683.83435
137591,659.8729
137592,173.89601
137593,699.5644
137594,558.33057
137595,114.46386
137596,116.67212
137597,-2.0718982
137598,112.866745
137599,84.27463
137600,174.50523
137601,174.94977
137602,10.491272
137603,165.51646
137604,130.23145
137605,691.6484
137606,662.39856
137607,82.92924
137608,640.05194
137609,501.15814
137610,125.83401
137611,130.9228
137612,25.45915
137613,113.60771
137614,95.99997
137615,182.86705
137616,185.64386
137617,46.104813
137618,172.13826
137619,145.7927
137620,690.58954
137621,668.91113
137622,155.71202
137623,644.1529
137624,529.3971
137625,45.40885
137626,50.41122
137627,6.871476
137628,46.361713
137629,39.923256
137630,66.78304
137631,69.473434
137632,18.603218
137633,71.80303
137634,59.714275
137635,283.40692
137636,279.15833
137637,62.24096
137638,243.19682
137639,200.21176
137640,220.6559
137641,222.26678
137642,53.038364
137643,223.88
137644,183.64453
137645,338.06747
137646,337.3664
137647,82.85963
137648,293.73093
137649,252.35739
137650,1315.5385
137651,1258.7397
137652,237.9504
137653,1136.1198
137654,958.1176
137655,148.15134
137656,150.95708
137657,30.743322
137658,119.7216
137659,101.84128
137660,206.09921
137661,206.59296
137662,60.47246
137663,174.32784
137664,152.72064
137665,683.83435
137666,659.8729
137667,173.89601
137668,699.5644
137669,558.33057
137670,114.46386
137671,116.67212
137672,-2.0718982
137673,112.866745
137674,84.27463
137675,174.50523
137676,174.94977
137677,10.491272
137678,165.51646
137679,130.23145
137680,691.6484
137681,662.39856
137682,82.92924
137683,640.05194
137684,501.15814
137685,125.83401
137686,130.9228
137687,25.45915
137688,113.60771
137689,95.99997
137690,182.86705
137691,185.64386
137692,46.104813
137693,172.13826
137694,145.7927
137695,690.58954
137696,668.91113
137697,155.71202
137698,644.1529
137699,529.3971
137700,45.40885
137701,50.41122
137702,6.871476
137703,46.361713
137704,39.923256
137705,66.78304
137706,69.473434
137707,18.603218
137708,71.80303
137709,59.714275
137710,283.40692
137711,279.15833
137712,62.24096
137713,243.19682
137714,200.21176
137715,220.6559
137716,222.26678
137717,53.038364
137718,223.88
137719,183.64453
137720,338.06747
137721,337.3664
137722,82.85963
137723,293.73093
137724,252.35739
137725,1315.5385
137726,1258.7397
137727,237.9504
137728,1136.1198
137729,958.1176
137730,148.15134
137731,150.95708
137732,30.743322
137733,119.7216
137734,101.84128
137735,206.09921
137736,206.59296
137737,60.47246
137738,174.32784
137739,152.72064
137740,683.83435
137741,659.8729
137742,173.89601
137743,699.5644
137744,558.33057
137745,114.46386
137746,116.67212
137747,-2.0718982
137748,112.866745
137749,84.27463
137750,174.50523
137751,174.94977
137752,10.491272
137753,165.51646
137754,130.23145
137755,691.6484
137756,662.39856
137757,82.92924
137758,640.05194
137759,501.15814
137760,125.83401
137761,130.9228
137762,25.45915
137763,113.60771
137764,95.99997
137765,182.86705
137766,185.64386
137767,46.104813
137768,172.13826
137769,145.7927
137770,690.58954
137771,668.91113
137772,155.71202
137773,644.1529
137774,529.3971
137775,45.40885
137776,50.41122
137777,6.871476
137778,46.361713
137779,39.923256
137780,66.78304
137781,69.473434
137782,18.603218
137783,71.80303
137784,59.714275
137785,283.40692
137786,279.15833
137787,62.24096
137788,243.19682
137789,200.21176
137790,220.6559
137791,222.26678
137792,53.038364
137793,223.88
137794,183.64453
137795,338.06747
137796,337.3664
137797,82.85963
137798,293.73093
137799,252.35739
137800,1315.5385
137801,1258.7397
137802,237.9504
137803,1136.1198
137804,958.1176
137805,148.15134
137806,150.95708
137807,30.743322
137808,119.7216
137809,101.84128
137810,206.09921
137811,206.59296
137812,60.47246
137813,174.32784
137814,152.72064
137815,683.83435
137816,659.8729
137817,173.89601
137818,699.5644
137819,558.33057
137820,114.46386
137821,116.67212
137822,-2.0718982
137823,112.866745
137824,84.27463
137825,174.50523
137826,174.94977
137827,10.491272
137828,165.51646
137829,130.23145
137830,691.6484
137831,662.39856
137832,82.92924
137833,640.05194
137834,501.15814
137835,125.83401
137836,130.9228
137837,25.45915
137838,113.60771
137839,95.99997
137840,182.86705
137841,185.64386
137842,46.104813
137843,172.13826
137844,145.7927
137845,690.58954
137846,668.91113
137847,155.71202
137848,644.1529
137849,529.3971
137850,45.40885
137851,50.41122
137852,6.871476
137853,46.361713
137854,39.923256
137855,66.78304
137856,69.473434
137857,18.603218
137858,71.80303
137859,59.714275
137860,283.40692
137861,279.15833
137862,62.24096
137863,243.19682
137864,200.21176
137865,220.6559
137866,222.26678
137867,53.038364
137868,223.88
137869,183.64453
137870,338.06747
137871,337.3664
137872,82.85963
137873,293.73093
137874,252.35739
137875,1315.5385
137876,1258.7397
137877,237.9504
137878,1136.1198
137879,958.1176
137880,148.15134
137881,150.95708
137882,30.743322
137883,119.7216
137884,101.84128
137885,206.09921
137886,206.59296
137887,60.47246
137888,174.32784
137889,152.72064
137890,683.83435
137891,659.8729
137892,173.89601
137893,699.5644
137894,558.33057
137895,114.46386
137896,116.67212
137897,-2.0718982
137898,112.866745
137899,84.27463
137900,174.50523
137901,174.94977
137902,10.491272
137903,165.51646
137904,130.23145
137905,691.6484
137906,662.39856
137907,82.92924
137908,640.05194
137909,501.15814
137910,125.83401
137911,130.9228
137912,25.45915
137913,113.60771
137914,95.99997
137915,182.86705
137916,185.64386
137917,46.104813
137918,172.13826
137919,145.7927
137920,690.58954
137921,668.91113
137922,155.71202
137923,644.1529
137924,529.3971
137925,45.40885
137926,50.41122
137927,6.871476
137928,46.361713
137929,39.923256
137930,66.78304
137931,69.473434
137932,18.603218
137933,71.80303
137934,59.714275
137935,283.40692
137936,279.15833
137937,62.24096
137938,243.19682
137939,200.21176
137940,220.6559
137941,222.26678
137942,53.038364
137943,223.88
137944,183.64453
137945,338.06747
137946,337.3664
137947,82.85963
137948,293.73093
137949,252.35739
137950,1315.5385
137951,1258.7397
137952,237.9504
137953,1136.1198
137954,958.1176
137955,148.15134
137956,150.95708
137957,30.743322
137958,119.7216
137959,101.84128
137960,206.09921
137961,206.59296
137962,60.47246
137963,174.32784
137964,152.72064
137965,683.83435
137966,659.8729
137967,173.89601
137968,699.5644
137969,558.33057
137970,114.46386
137971,116.67212
137972,-2.0718982
137973,112.866745
137974,84.27463
137975,174.50523
137976,174.94977
137977,10.491272
137978,165.51646
137979,130.23145
137980,691.6484
137981,662.39856
137982,82.92924
137983,640.05194
137984,501.15814
137985,125.83401
137986,130.9228
137987,25.45915
137988,113.60771
137989,95.99997
137990,182.86705
137991,185.64386
137992,46.104813
137993,172.13826
137994,145.7927
137995,690.58954
137996,668.91113
137997,155.71202
137998,644.1529
137999,529.3971
138000,45.40885
138001,50.41122
138002,6.871476
138003,46.361713
138004,39.923256
138005,66.78304
138006,69.473434
138007,18.603218
138008,71.80303
138009,59.714275
138010,283.40692
138011,279.15833
138012,62.24096
138013,243.19682
138014,200.21176
138015,220.6559
138016,222.26678
138017,53.038364
138018,223.88
138019,183.64453
138020,338.06747
138021,337.3664
138022,82.85963
138023,293.73093
138024,252.35739
138025,1315.5385
138026,1258.7397
138027,237.9504
138028,1136.1198
138029,958.1176
138030,148.15134
138031,150.95708
138032,30.743322
138033,119.7216
138034,101.84128
138035,206.09921
138036,206.59296
138037,60.47246
138038,174.32784
138039,152.72064
138040,683.83435
138041,659.8729
138042,173.89601
138043,699.5644
138044,558.33057
138045,114.46386
138046,116.67212
138047,-2.0718982
138048,112.866745
138049,84.27463
138050,174.50523
138051,174.94977
138052,10.491272
138053,165.51646
138054,130.23145
138055,691.6484
138056,662.39856
138057,82.92924
138058,640.05194
138059,501.15814
138060,125.83401
138061,130.9228
138062,25.45915
138063,113.60771
138064,95.99997
138065,182.86705
138066,185.64386
138067,46.104813
138068,172.13826
138069,145.7927
138070,690.58954
138071,668.91113
138072,155.71202
138073,644.1529
138074,529.3971
138075,45.40885
138076,50.41122
138077,6.871476
138078,46.361713
138079,39.923256
138080,66.78304
138081,69.473434
138082,18.603218
138083,71.80303
138084,59.714275
138085,283.40692
138086,279.15833
138087,62.24096
138088,243.19682
138089,200.21176
138090,220.6559
138091,222.26678
138092,53.038364
138093,223.88
138094,183.64453
138095,338.06747
138096,337.3664
138097,82.85963
138098,293.73093
138099,252.35739
138100,1315.5385
138101,1258.7397
138102,237.9504
138103,1136.1198
138104,958.1176
138105,148.15134
138106,150.95708
138107,30.743322
138108,119.7216
138109,101.84128
138110,206.09921
138111,206.59296
138112,60.47246
138113,174.32784
138114,152.72064
138115,683.83435
138116,659.8729
138117,173.89601
138118,699.5644
138119,558.33057
138120,114.46386
138121,116.67212
138122,-2.0718982
138123,112.866745
138124,84.27463
138125,174.50523
138126,174.94977
138127,10.491272
138128,165.51646
138129,130.23145
138130,691.6484
138131,662.39856
138132,82.92924
138133,640.05194
138134,501.15814
138135,125.83401
138136,130.9228
138137,25.45915
138138,113.60771
138139,95.99997
138140,182.86705
138141,185.64386
138142,46.104813
138143,172.13826
138144,145.7927
138145,690.58954
138146,668.91113
138147,155.71202
138148,644.1529
138149,529.3971
138150,45.40885
138151,50.41122
138152,6.871476
138153,46.361713
138154,39.923256
138155,66.78304
138156,69.473434
138157,18.603218
138158,71.80303
138159,59.714275
138160,283.40692
138161,279.15833
138162,62.24096
138163,243.19682
138164,200.21176
138165,220.6559
138166,222.26678
138167,53.038364
138168,223.88
138169,183.64453
138170,338.06747
138171,337.3664
138172,82.85963
138173,293.73093
138174,252.35739
138175,1315.5385
138176,1258.7397
138177,237.9504
138178,1136.1198
138179,958.1176
138180,148.15134
138181,150.95708
138182,30.743322
138183,119.7216
138184,101.84128
138185,206.09921
138186,206.59296
138187,60.47246
138188,174.32784
138189,152.72064
138190,683.83435
138191,659.8729
138192,173.89601
138193,699.5644
138194,558.33057
138195,114.46386
138196,116.67212
138197,-2.0718982
138198,112.866745
138199,84.27463
138200,174.50523
138201,174.94977
138202,10.491272
138203,165.51646
138204,130.23145
138205,691.6484
138206,662.39856
138207,82.92924
138208,640.05194
138209,501.15814
138210,125.83401
138211,130.9228
138212,25.45915
138213,113.60771
138214,95.99997
138215,182.86705
138216,185.64386
138217,46.104813
138218,172.13826
138219,145.7927
138220,690.58954
138221,668.91113
138222,155.71202
138223,644.1529
138224,529.3971
138225,45.40885
138226,50.41122
138227,6.871476
138228,46.361713
138229,39.923256
138230,66.78304
138231,69.473434
138232,18.603218
138233,71.80303
138234,59.714275
138235,283.40692
138236,279.15833
138237,62.24096
138238,243.19682
138239,200.21176
138240,220.6559
138241,222.26678
138242,53.038364
138243,223.88
138244,183.64453
138245,338.06747
138246,337.3664
138247,82.85963
138248,293.73093
138249,252.35739
138250,1315.5385
138251,1258.7397
138252,237.9504
138253,1136.1198
138254,958.1176
138255,148.15134
138256,150.95708
138257,30.743322
138258,119.7216
138259,101.84128
138260,206.09921
138261,206.59296
138262,60.47246
138263,174.32784
138264,152.72064
138265,683.83435
138266,659.8729
138267,173.89601
138268,699.5644
138269,558.33057
138270,114.46386
138271,116.67212
138272,-2.0718982
138273,112.866745
138274,84.27463
138275,174.50523
138276,174.94977
138277,10.491272
138278,165.51646
138279,130.23145
138280,691.6484
138281,662.39856
138282,82.92924
138283,640.05194
138284,501.15814
138285,125.83401
138286,130.9228
138287,25.45915
138288,113.60771
138289,95.99997
138290,182.86705
138291,185.64386
138292,46.104813
138293,172.13826
138294,145.7927
138295,690.58954
138296,668.91113
138297,155.71202
138298,644.1529
138299,529.3971
138300,45.40885
138301,50.41122
138302,6.871476
138303,46.361713
138304,39.923256
138305,66.78304
138306,69.473434
138307,18.603218
138308,71.80303
138309,59.714275
138310,283.40692
138311,279.15833
138312,62.24096
138313,243.19682
138314,200.21176
138315,220.6559
138316,222.26678
138317,53.038364
138318,223.88
138319,183.64453
138320,338.06747
138321,337.3664
138322,82.85963
138323,293.73093
138324,252.35739
138325,1315.5385
138326,1258.7397
138327,237.9504
138328,1136.1198
138329,958.1176
138330,148.15134
138331,150.95708
138332,30.743322
138333,119.7216
138334,101.84128
138335,206.09921
138336,206.59296
138337,60.47246
138338,174.32784
138339,152.72064
138340,683.83435
138341,659.8729
138342,173.89601
138343,699.5644
138344,558.33057
138345,114.46386
138346,116.67212
138347,-2.0718982
138348,112.866745
138349,84.27463
138350,174.50523
138351,174.94977
138352,10.491272
138353,165.51646
138354,130.23145
138355,691.6484
138356,662.39856
138357,82.92924
138358,640.05194
138359,501.15814
138360,125.83401
138361,130.9228
138362,25.45915
138363,113.60771
138364,95.99997
138365,182.86705
138366,185.64386
138367,46.104813
138368,172.13826
138369,145.7927
138370,690.58954
138371,668.91113
138372,155.71202
138373,644.1529
138374,529.3971
138375,45.40885
138376,50.41122
138377,6.871476
138378,46.361713
138379,39.923256
138380,66.78304
138381,69.473434
138382,18.603218
138383,71.80303
138384,59.714275
138385,283.40692
138386,279.15833
138387,62.24096
138388,243.19682
138389,200.21176
138390,220.6559
138391,222.26678
138392,53.038364
138393,223.88
138394,183.64453
138395,338.06747
138396,337.3664
138397,82.85963
138398,293.73093
138399,252.35739
138400,1315.5385
138401,1258.7397
138402,237.9504
138403,1136.1198
138404,958.1176
138405,148.15134
138406,150.95708
138407,30.743322
138408,119.7216
138409,101.84128
138410,206.09921
138411,206.59296
138412,60.47246
138413,174.32784
138414,152.72064
138415,683.83435
138416,659.8729
138417,173.89601
138418,699.5644
138419,558.33057
138420,114.46386
138421,116.67212
138422,-2.0718982
138423,112.866745
138424,84.27463
138425,174.50523
138426,174.94977
138427,10.491272
138428,165.51646
138429,130.23145
138430,691.6484
138431,662.39856
138432,82.92924
138433,640.05194
138434,501.15814
138435,125.83401
138436,130.9228
138437,25.45915
138438,113.60771
138439,95.99997
138440,182.86705
138441,185.64386
138442,46.104813
138443,172.13826
138444,145.7927
138445,690.58954
138446,668.91113
138447,155.71202
138448,644.1529
138449,529.3971
138450,45.40885
138451,50.41122
138452,6.871476
138453,46.361713
138454,39.923256
138455,66.78304
138456,69.473434
138457,18.603218
138458,71.80303
138459,59.714275
138460,283.40692
138461,279.15833
138462,62.24096
138463,243.19682
138464,200.21176
138465,220.6559
138466,222.26678
138467,53.038364
138468,223.88
138469,183.64453
138470,338.06747
138471,337.3664
138472,82.85963
138473,293.73093
138474,252.35739
138475,1315.5385
138476,1258.7397
138477,237.9504
138478,1136.1198
138479,958.1176
138480,148.15134
138481,150.95708
138482,30.743322
138483,119.7216
138484,101.84128
138485,206.09921
138486,206.59296
138487,60.47246
138488,174.32784
138489,152.72064
138490,683.83435
138491,659.8729
138492,173.89601
138493,699.5644
138494,558.33057
138495,114.46386
138496,116.67212
138497,-2.0718982
138498,112.866745
138499,84.27463
138500,174.50523
138501,174.94977
138502,10.491272
138503,165.51646
138504,130.23145
138505,691.6484
138506,662.39856
138507,82.92924
138508,640.05194
138509,501.15814
138510,125.83401
138511,130.9228
138512,25.45915
138513,113.60771
138514,95.99997
138515,182.86705
138516,185.64386
138517,46.104813
138518,172.13826
138519,145.7927
138520,690.58954
138521,668.91113
138522,155.71202
138523,644.1529
138524,529.3971
138525,45.40885
138526,50.41122
138527,6.871476
138528,46.361713
138529,39.923256
138530,66.78304
138531,69.473434
138532,18.603218
138533,71.80303
138534,59.714275
138535,283.40692
138536,279.15833
138537,62.24096
138538,243.19682
138539,200.21176
138540,220.6559
138541,222.26678
138542,53.038364
138543,223.88
138544,183.64453
138545,338.06747
138546,337.3664
138547,82.85963
138548,293.73093
138549,252.35739
138550,1315.5385
138551,1258.7397
138552,237.9504
138553,1136.1198
138554,958.1176
138555,148.15134
138556,150.95708
138557,30.743322
138558,119.7216
138559,101.84128
138560,206.09921
138561,206.59296
138562,60.47246
138563,174.32784
138564,152.72064
138565,683.83435
138566,659.8729
138567,173.89601
138568,699.5644
138569,558.33057
138570,114.46386
138571,116.67212
138572,-2.0718982
138573,112.866745
138574,84.27463
138575,174.50523
138576,174.94977
138577,10.491272
138578,165.51646
138579,130.23145
138580,691.6484
138581,662.39856
138582,82.92924
138583,640.05194
138584,501.15814
138585,125.83401
138586,130.9228
138587,25.45915
138588,113.60771
138589,95.99997
138590,182.86705
138591,185.64386
138592,46.104813
138593,172.13826
138594,145.7927
138595,690.58954
138596,668.91113
138597,155.71202
138598,644.1529
138599,529.3971
138600,45.40885
138601,50.41122
138602,6.871476
138603,46.361713
138604,39.923256
138605,66.78304
138606,69.473434
138607,18.603218
138608,71.80303
138609,59.714275
138610,283.40692
138611,279.15833
138612,62.24096
138613,243.19682
138614,200.21176
138615,220.6559
138616,222.26678
138617,53.038364
138618,223.88
138619,183.64453
138620,338.06747
138621,337.3664
138622,82.85963
138623,293.73093
138624,252.35739
138625,1315.5385
138626,1258.7397
138627,237.9504
138628,1136.1198
138629,958.1176
138630,148.15134
138631,150.95708
138632,30.743322
138633,119.7216
138634,101.84128
138635,206.09921
138636,206.59296
138637,60.47246
138638,174.32784
138639,152.72064
138640,683.83435
138641,659.8729
138642,173.89601
138643,699.5644
138644,558.33057
138645,114.46386
138646,116.67212
138647,-2.0718982
138648,112.866745
138649,84.27463
138650,174.50523
138651,174.94977
138652,10.491272
138653,165.51646
138654,130.23145
138655,691.6484
138656,662.39856
138657,82.92924
138658,640.05194
138659,501.15814
138660,125.83401
138661,130.9228
138662,25.45915
138663,113.60771
138664,95.99997
138665,182.86705
138666,185.64386
138667,46.104813
138668,172.13826
138669,145.7927
138670,690.58954
138671,668.91113
138672,155.71202
138673,644.1529
138674,529.3971
138675,45.40885
138676,50.41122
138677,6.871476
138678,46.361713
138679,39.923256
138680,66.78304
138681,69.473434
138682,18.603218
138683,71.80303
138684,59.714275
138685,283.40692
